wavelength,readnoise,dark_counts,sky_counts,thermal,target_counts,total_counts
12164.5000,38795,3230.5,1.1279e+05,8246.9,7.9142e+06,8.0384e+06
12211.0000,38795,3230.5,1.1279e+05,8246.9,7.9611e+06,8.0853e+06
12257.5000,38795,3230.5,1.1279e+05,8246.9,7.9091e+06,8.0334e+06
12304.0000,38795,3230.5,1.1279e+05,8246.9,7.8466e+06,7.9708e+06
12350.5000,38795,3230.5,1.1279e+05,8246.9,7.7628e+06,7.887e+06
12397.0000,38795,3230.5,1.1279e+05,8246.9,7.6858e+06,7.81e+06
12443.5000,38795,3230.5,1.1279e+05,8246.9,7.7021e+06,7.8263e+06
12490.0000,38795,3230.5,1.1279e+05,8246.9,7.7362e+06,7.8605e+06
12536.5000,38795,3230.5,1.1279e+05,8246.9,7.5738e+06,7.6981e+06
12583.0000,38795,3230.5,1.1279e+05,8246.9,7.3266e+06,7.4508e+06
12629.5000,38795,3230.5,1.1279e+05,8246.9,7.2212e+06,7.3454e+06
12676.0000,38795,3230.5,1.1279e+05,8246.9,7.2265e+06,7.3507e+06
12722.5000,38795,3230.5,1.1279e+05,8246.9,7.2182e+06,7.3425e+06
12769.0000,38795,3230.5,1.1279e+05,8246.9,7.1901e+06,7.3144e+06
12815.5000,38795,3230.5,1.1279e+05,8246.9,7.1807e+06,7.305e+06
12862.0000,38795,3230.5,1.1279e+05,8246.9,7.2124e+06,7.3367e+06
12908.5000,38795,3230.5,1.1279e+05,8246.9,7.2491e+06,7.3733e+06
12955.0000,38795,3230.5,1.1279e+05,8246.9,7.2997e+06,7.424e+06
13001.5000,38795,3230.5,1.1279e+05,8246.9,7.3398e+06,7.464e+06
13048.0000,38795,3230.5,1.1279e+05,8246.9,7.304e+06,7.4283e+06
13094.5000,38795,3230.5,1.1279e+05,8246.9,7.245e+06,7.3693e+06
13141.0000,38795,3230.5,1.1279e+05,8246.9,7.066e+06,7.1902e+06
13187.5000,38795,3230.5,1.1279e+05,8246.9,6.8522e+06,6.9764e+06
13234.0000,38795,3230.5,1.1279e+05,8246.9,6.7492e+06,6.8735e+06
13280.5000,38795,3230.5,1.1279e+05,8246.9,6.7087e+06,6.8329e+06
13327.0000,38795,3230.5,1.1279e+05,8246.9,6.7224e+06,6.8467e+06
13373.5000,38795,3230.5,1.1279e+05,8246.9,6.7864e+06,6.9107e+06
13420.0000,38795,3230.5,1.1279e+05,8246.9,6.8272e+06,6.9515e+06
13466.5000,0,3230.5,1.1279e+05,8246.9,6.8325e+06,6.9567e+06
13513.0000,0,3230.5,1.1279e+05,8246.9,6.8259e+06,6.9502e+06
13559.5000,0,3230.5,1.1279e+05,8246.9,6.7899e+06,6.9142e+06
13606.0000,0,3230.5,1.1279e+05,8246.9,6.7146e+06,6.8389e+06
13652.5000,0,3230.5,1.1279e+05,8246.9,6.4552e+06,6.5795e+06
13699.0000,0,3230.5,1.1279e+05,8246.9,6.2022e+06,6.3264e+06
13745.5000,0,3230.5,1.1279e+05,8246.9,6.1447e+06,6.269e+06
13792.0000,0,3230.5,1.1279e+05,8246.9,6.1317e+06,6.256e+06
13838.5000,0,3230.5,1.1279e+05,8246.9,6.1021e+06,6.2264e+06
13885.0000,0,3230.5,1.1279e+05,8246.9,6.1395e+06,6.2637e+06
13931.5000,0,3230.5,1.1279e+05,8246.9,6.1666e+06,6.2909e+06
13978.0000,0,3230.5,1.1279e+05,8246.9,6.186e+06,6.3102e+06
14024.5000,0,3230.5,1.1279e+05,8246.9,6.1822e+06,6.3065e+06
14071.0000,0,3230.5,1.1279e+05,8246.9,6.1571e+06,6.2813e+06
14117.5000,0,3230.5,1.1279e+05,8246.9,6.1224e+06,6.2466e+06
14164.0000,0,3230.5,1.1279e+05,8246.9,6.0617e+06,6.1859e+06
14210.5000,0,3230.5,1.1279e+05,8246.9,5.9983e+06,6.1226e+06
14257.0000,0,3230.5,1.1279e+05,8246.9,5.9489e+06,6.0732e+06
14303.5000,0,3230.5,1.1279e+05,8246.9,5.924e+06,6.0483e+06
14350.0000,0,3230.5,1.1279e+05,8246.9,5.9324e+06,6.0567e+06
14396.5000,0,3230.5,1.1279e+05,8246.9,5.9267e+06,6.051e+06
14443.0000,0,3230.5,1.1279e+05,8246.9,5.7726e+06,5.8969e+06
14489.5000,0,3230.5,1.1279e+05,8246.9,5.6795e+06,5.8038e+06
14536.0000,0,3230.5,1.1279e+05,8246.9,5.5375e+06,5.6618e+06
14582.5000,0,3230.5,1.1279e+05,8246.9,5.6842e+06,5.8085e+06
14629.0000,0,3230.5,1.1279e+05,8246.9,5.6581e+06,5.7824e+06
14675.5000,0,3230.5,1.1279e+05,8246.9,5.7374e+06,5.8617e+06
14722.0000,0,3230.5,1.1279e+05,8246.9,5.6638e+06,5.7881e+06
14768.5000,0,3230.5,1.1279e+05,8246.9,5.7535e+06,5.8778e+06
14815.0000,0,3230.5,1.1279e+05,8246.9,5.6938e+06,5.8181e+06
14861.5000,0,3230.5,1.1279e+05,8246.9,5.5374e+06,5.6616e+06
14908.0000,0,3230.5,1.1279e+05,8246.9,5.5547e+06,5.679e+06
14954.5000,0,3230.5,1.1279e+05,8246.9,5.5943e+06,5.7186e+06
15001.0000,0,3230.5,1.1279e+05,8246.9,5.4663e+06,5.5906e+06
15047.5000,0,3230.5,1.1279e+05,8246.9,5.1289e+06,5.2532e+06
15094.0000,0,3230.5,1.1279e+05,8246.9,5.254e+06,5.3782e+06
15140.5000,0,3230.5,1.1279e+05,8246.9,5.3026e+06,5.4268e+06
15187.0000,0,3230.5,1.1279e+05,8246.9,5.2417e+06,5.366e+06
15233.5000,0,3230.5,1.1279e+05,8246.9,5.1878e+06,5.3121e+06
15280.0000,0,3230.5,1.1279e+05,8246.9,5.0371e+06,5.1614e+06
15326.5000,0,3230.5,1.1279e+05,8246.9,4.9513e+06,5.0756e+06
15373.0000,0,3230.5,1.1279e+05,8246.9,4.9903e+06,5.1145e+06
15419.5000,0,3230.5,1.1279e+05,8246.9,4.8956e+06,5.0198e+06
15466.0000,0,3230.5,1.1279e+05,8246.9,4.8159e+06,4.9401e+06
15512.5000,0,3230.5,1.1279e+05,8246.9,4.8238e+06,4.9481e+06
15559.0000,0,3230.5,1.1279e+05,8246.9,4.7371e+06,4.8614e+06
15605.5000,0,3230.5,1.1279e+05,8246.9,4.7735e+06,4.8977e+06
15652.0000,0,3230.5,1.1279e+05,8246.9,4.7134e+06,4.8377e+06
15698.5000,0,3230.5,1.1279e+05,8246.9,4.5657e+06,4.6899e+06
15745.0000,0,3230.5,1.1279e+05,8246.9,4.7481e+06,4.8723e+06
15791.5000,0,3230.5,1.1279e+05,8246.9,4.6492e+06,4.7735e+06
15838.0000,0,3230.5,1.1279e+05,8246.9,4.632e+06,4.7563e+06
15884.5000,0,3230.5,1.1279e+05,8246.9,4.3636e+06,4.4878e+06
15931.0000,0,3230.5,1.1279e+05,8246.9,4.4755e+06,4.5997e+06
15977.5000,0,3230.5,1.1279e+05,8246.9,4.5193e+06,4.6435e+06
16024.0000,0,3230.5,1.1279e+05,8246.9,4.4119e+06,4.5361e+06
16070.5000,0,3230.5,1.1279e+05,8246.9,4.2216e+06,4.3459e+06
16117.0000,0,3230.5,1.1279e+05,8246.9,3.9874e+06,4.1117e+06
16163.5000,0,3230.5,1.1279e+05,8246.9,4.2552e+06,4.3795e+06
16210.0000,0,3230.5,1.1279e+05,8246.9,4.2968e+06,4.4211e+06
16256.5000,0,3230.5,1.1279e+05,8246.9,4.1195e+06,4.2437e+06
16303.0000,0,3230.5,1.1279e+05,8246.9,4.0536e+06,4.1778e+06
16349.5000,0,3230.5,1.1279e+05,8246.9,3.9669e+06,4.0912e+06
16396.0000,0,3230.5,1.1279e+05,8246.9,3.7286e+06,3.8529e+06
16442.5000,0,3230.5,1.1279e+05,8246.9,3.8238e+06,3.9481e+06
16489.0000,0,3230.5,1.1279e+05,8246.9,3.8763e+06,4.0005e+06
16535.5000,0,3230.5,1.1279e+05,8246.9,3.7177e+06,3.842e+06
16582.0000,0,3230.5,1.1279e+05,8246.9,3.6719e+06,3.7962e+06
16628.5000,0,3230.5,1.1279e+05,8246.9,3.4186e+06,3.5428e+06
16675.0000,0,3230.5,1.1279e+05,8246.9,2.977e+06,3.1013e+06
16721.5000,0,3230.5,1.1279e+05,8246.9,2.4736e+06,2.5979e+06
16768.0000,0,3230.5,1.1279e+05,8246.9,2.0859e+06,2.2102e+06
16814.5000,0,3230.5,1.1279e+05,8246.9,1.5153e+06,1.6396e+06
16861.0000,0,3230.5,1.1279e+05,8246.9,1.3111e+06,1.4353e+06
16907.5000,0,3230.5,1.1279e+05,8246.9,9.9619e+05,1.1205e+06
16954.0000,0,3230.5,1.1279e+05,8246.9,8.1584e+05,9.4011e+05
17000.5000,0,3230.5,1.1279e+05,8246.9,6.4302e+05,7.6728e+05
17047.0000,0,3230.5,1.1279e+05,8246.9,5.3247e+05,6.5674e+05
17093.5000,0,3230.5,1.1279e+05,8246.9,4.2491e+05,5.4917e+05
17140.0000,0,3230.5,1.1279e+05,8246.9,3.5189e+05,4.7616e+05
17186.5000,0,3230.5,1.1279e+05,8246.9,2.8539e+05,4.0966e+05
